5.673658551;2.24828311
3.559965082;2.813345637
1.299366937;2.97722138
0.13122786;1.74454144
2.11607838;3.64730773
4.42041737;3.14730268
3.21753708;1.11385275
3.42358015;1.40568057
0.22218543;1.81695337
0.13312353;1.43251114
0.93641688;2.03002752
1.15708132;2.78288978
5.70434498;3.1182509
6.51465185;3.02531784
2.43126138;3.26062088
7.63134659;6.35206848
0.24071968;2.12133957
19.92826773;2.58812034
10.00978366;4.16684371
0.53752052;2.46496803
4.17721934;2.94511576
0.01738968;4.98671237
0.20508282;2.5764627
1.34101753;0.55800955
2.20026911;1.45787898
1.50396068;3.85975206
1.65506181;2.802372
0.06218875;5.1183792
3.72606755;2.0723094
0.01652446;1.3466822
1.09280494;2.3509428
6.04992387;2.4599814
0.3683855;4.313443
2.9048167;5.9357534
4.2410216;2.038033
4.6325279;3.550723
1.3424044;1.6852003
0.0371942;3.168219
2.0696896;0.9530873
7.1692275;2.086581
0.5486737;0.6923041
3.1357164;0.5175023
2.0364726;4.1249122
2.5433716;1.3593641
5.5453768;1.6899156
0.0993991;1.7583366
6.2641369;3.6300401
2.4839438;4.3079015
0.4392693;0.1621677
3.6412557;4.1133695
2.0497803;2.0360591
0.192881;1.5501709
0.7978248;1.6535154
2.6951846;3.3111606
6.6455395;2.6708991
1.2912115;2.0685194
6.0216829;1.338173
1.0668655;1.0579065
5.2888961;2.2598132
1.1902956;1.8028832
0.0749732;1.4860157
0.5270281;2.0802332
3.014521;3.0825427
3.1002494;5.3159278
0.0549052;3.0300515
4.043109;2.9149723
4.6317144;2.9172012
11.0918107;5.1846594
1.6954646;4.1542595
0.7976651;4.4265224
3.2309196;1.9267636
4.2978922;1.6609665
0.9437197;2.1314197
0.0196627;5.2101092
2.3232391;1.4947355
0.0868533;2.8109095
6.5990707;2.9530213
8.7131403;3.2067725
8.8445121;3.4254419
4.0799847;1.6114692
8.2613819;1.3193659
3.3480497;1.0149165
0.0139492;1.4127908
1.4318216;1.47874
3.3229061;1.5223633
4.7756089;2.2179907
3.6176316;1.1187769
2.4104246;1.5896394
0.1083212;1.995782
0.074234;2.3438746
0.0125071;2.3835833
0.0286706;6.2269937
3.1786713;1.1832048
9.0530868;3.0733432
3.8824684;1.2068616
2.5568084;0.9720064
0.4356155;1.7525671
0.3108964;2.7447892
1.7617962;4.0773037
2.8071487;1.361799
0.7019525;1.0897386
0.817937;1.101983
4.3114887;2.2343046
2.0265062;0.6863715
1.6672378;1.427233
4.0922046;2.3481084
2.847869;1.7814444
4.1557158;3.3641509
4.1399028;2.3617558
1.0163486;1.295375
1.9808687;1.3906033
0.1114716;2.9950406
1.3775567;2.6250751
1.540867;1.2299985
9.0760067;4.4350477
7.450002;1.698562
2.2937635;4.6142454
0.0699981;0.7089639
1.9161872;1.9527498
0.1331276;3.6828973
2.813659;3.6560405
2.2254841;0.59033
1.190534;2.4944476
0.3797843;2.7151919
0.9204823;2.1771656
1.60607;2.0530621
2.3169908;2.0655617
3.8396308;1.5752274
3.4818916;0.3681217
5.7038875;2.7419831
11.1274538;3.8248422
4.4004406;3.7770106
1.4652937;2.0724663
1.8018807;1.7437985
0.5190321;1.5955414
0.5506309;1.9899158
4.192663;3.3544253
4.7406218;1.119089
1.9204508;5.2819942
1.6036366;1.2170253
2.8091696;0.7043418
1.1222717;1.0296466
4.1612685;3.7307899
2.484298;3.0519018
0.2327616;4.5789612
0.8824844;3.1888509
0.4508149;2.6197967
2.1764669;2.5821208
2.4629818;1.9663831
2.5791462;2.9108583
1.4588294;2.1935663
0.4354685;2.9201215
2.6446599;2.874829
1.675021;1.3396344
4.9376331;3.4346141
2.0731872;4.2000166
0.0748211;1.8258852
0.3002524;2.9874861
0.7851423;1.2360446
3.9761854;1.0013708
2.6240826;0.8036396
0.0915358;3.088201
1.751985;2.7219127
0.6059454;1.9093094
2.0653526;2.2368211
4.9072053;2.0232671
1.1880019;3.1700589
3.5793422;1.7458119
4.7026972;1.6217568
0.9985497;3.9813225
1.1004827;3.1534478
4.9090144;3.0775326
0.3885852;2.5176025
3.4987873;2.8443341
2.488042;1.2786587
0.1890902;1.9525088
4.9039329;1.8078535
0.7056391;1.0511157
10.2617421;1.8256759
6.9715674;4.9683024
2.2751474;1.6068606
0.946766;1.554962
11.1381713;2.6212215
4.9786583;1.8893594
0.2604102;2.4240827
3.0224313;1.3567705
0.0485159;5.1641326
0.2348322;2.006781
1.1040367;0.9715061
6.9395826;1.4499946
2.8588166;5.2222422
0.1373956;1.8629715
7.7959212;1.9396571
6.7093171;2.7490622
4.0038677;4.3421202
3.328006;4.4476685
2.203649;1.4268465
1.3504167;2.4343234
1.8695929;3.5852399
0.9314285;4.0880551
0.5984436;2.1499767
0.8119907;2.9379978
4.5323363;0.8696241
0.0390448;3.2540012
8.0085813;1.6888258
4.620014;0.8891793
6.8507348;3.7341038
0.5860436;1.3968987
2.6161195;4.2289215
0.1149697;2.5204665
0.0441896;1.457507
1.7525347;3.6360651
0.4750153;1.2104716
1.4058881;1.7372361
0.0391102;5.7466765
5.658825;2.5425375
2.9206467;1.7371057
3.9987779;2.1951698
0.0550963;0.8432296
0.4132193;2.6629041
1.0620394;2.3746681
4.6805765;1.5766639
0.4818403;5.9452258
0.9405295;2.1286738
2.524067;3.5789111
5.0847386;3.9644377
3.6121729;1.6203057
3.4080285;0.8166406
5.2205666;2.2912077
0.3098958;1.6969601
2.8543399;1.6031401
2.8903172;4.4906685
5.9158709;2.8635571
4.4841214;5.8702406
0.3819077;3.1648924
1.7409991;4.5861477
3.1321745;0.488312
1.8151782;2.837773
2.4572586;4.7400131
1.7307312;1.916302
1.2567271;1.553264
4.3350299;0.7987931
0.1430816;4.8123379
5.6265592;2.5233461
8.0486919;2.9860155
5.684643;2.2505784
8.510958;2.8839363
3.8947918;1.4163941
2.7514752;2.4296325
7.3263117;1.4441492
2.1786658;2.8360779
1.2054269;2.477537
2.3272381;2.5413798
1.4110303;3.5726773
4.2192962;1.5648871
2.7182848;3.3476098
3.0299503;1.6491901
0.632116;2.858099
1.3290817;1.573069
1.6354072;2.7585386
0.3277982;1.3620697
3.3445669;0.6380461
1.6263023;1.8597638
6.9520205;1.549704
3.0256857;3.1592639
2.220162;1.4836979
1.9802167;0.867881
4.147848;1.0745926
2.9045376;1.5714303
4.4908473;3.0782311
1.3208653;4.3709964
1.675256;1.6700165
0.4025809;1.7709014
2.6893418;1.6271652
2.2135213;1.4438727
4.316862;0.9392869
0.5599241;1.3782465
5.2344793;2.1512271
6.3362539;2.3962261
1.5381521;1.4539715
3.0577179;1.9590188
3.0483098;3.2911746
0.2121765;1.5399149
1.712402;3.0204314
2.8123505;3.785828
0.8441627;1.9605293
5.1389515;2.5119099
22.5221702;1.2832041
1.4598605;2.3114481
7.9111332;1.5431129
4.1905304;1.6171182
2.2589821;1.832785
0.923757;3.0043947
1.339648;3.4358358
0.1921715;0.5918098
0.7810697;2.5202864
